4773,"This book is not a traditional Amish story. It deals with the situation of a unwed mother in a very traditional Amish neighborhood. Carolyn Lapp had a child when she was a child. After having her child she joined the church and therefore received the forgiveness and acceptance of her community. However Carolyn who raises her son with the love and help of her parents always feels judged by others, including her brother.When her son Benjamin gets into trouble at an animal auction. He has to go to work for Joshua Glick who owns a horse farm in a neighboring community. Although this seems at first like a punishment it turns into an amazing experience, and helps Benjamin get out from his domineering cousins.Joshua assumes that Benjamin is Carolyn's nephew, although Carolyn never tells him this, she never corrects him either. Will Joshua still be interested when he find out - or will his domineering mother manage to control the situation.This is a really nice story. Also showing a son's appreciate and love to a Mother that sacrifices everything for him.This story is definitely worth a read. It even made me shed a tear or two.",5.0
4774,"As a Stuart Woods fan I have enjoyed all of the series. The Holly Barker series is well written with well developed interesting characters, lots of fast action, some romance, and great endings. I would recommend the Holly Barker series to anyone who enjoys reading a great mystery/thriller.",4.0
4775,"This was an awesome book, it gives you the chills and for Jr. To grow up and be like his father but in a different manner. It's calculating and can't wait to read the next chapter just to see how Jr. Really turn it up.",5.0
4776,"Forex for beginners is a well written book with clear guidance on how to start trading the Forex markets. Chris Roxas' style of writing is clear and the concepts are very well explained. With mention of trading psychology in addition to detailed explanations of how the markets work and how to trade them, the book is well rounded and delivers on it's promise to give the reader what they need to get started  Recommended !",5.0
4777,If you like supernatural romance novels this is different twist toshape shifters and romance.  The first in the series caught my interest.I expect the same from the rest of the series.  I love it when author's put a newtwist on an old idea.,4.0
4778,"At first I didn't know where this one was going to take me, took a little time for me to get into it.  Characters were okay, the plot was a little far fetched for me and not quite as interesting as other Kellerman books.  But all in all it was a good read.",5.0
4779,"Arthur Herman has written a highly entertaining work which is premised on the belief that the 2500 years of  European [and by extension American] history has been an epistemological struggle between the pure thought/mysticism of Plato and the practical thought/empiricism of Aristotle. While the hypothesis is stretched very thin at times, on the whole this is a fascinating exploration of  intellectual history.As do all historians, Herman brings to his work his own biases, prejudices and premises- it is impossible for any author to do otherwise regardless of how some may seek the the elusive goal of objectivity. It is the reason there could be and have been hundreds of thousands of books written about Napoleon- every writer has an opinion which structures his unifying narrative. Herman may therefore offend some when he opines that gridlock was Madison's intent in designing the government, or when he  includes Ayn Rand among the luminaries he discusses; his is definitely a more Classical Liberal view as opposed to say James Macgregor Burns' Progressivism in Fire and Light [which I have reviewed elsewhere] and this definitely contributed to my enjoyment of the book.But regardless of your political or philosophical predilections, I think anyone interested in Ideas will find plenty to learn and think about as Herman presents an all star roster of the greatest and most influential thinkers of all time. As is to be expected, the sheer diversity encompassed ensures that not everything fits nicely into his basic hypothesis. I found the association of Hegel with Platonic ideas somewhat precarious, and when he discussed modern science I think he was somewhat out of his depth. And his substitution of NeoPlatonism for religion, while it did indeed substantially contribute to Christian theology, is somewhat simplistic if not entirely inaccurate, thereby rendering his final conclusion, that a combination of the ""head"" of Aristotle must be combined with the ""soul"" of Plato for the dynamic societal balance required for both progress and stability, if not invalid perhaps slightly off the mark. Just something to think about.And that is my point about the entire book. Sure it is simplifying in its presentation of too many ideas and philosophies to count- how could it be otherwise considering the sheer magnitude of the material covered?  And yes Herman definitely has a point of view regarding his topic- as already discussed, all historians do. And the underlying premise requires some softening and smoothing of the rough edges of facts- after all everyone likes a jigsaw puzzle that finally looks like the picture. But given all these criticisms, this book will still present you with  so many fascinating philosophers and their interesting and provocative ideas that you will have to take the time to think, and that is a pleasure we engage in all too infrequently these days. Agree with Herman or not, it will be very difficult to stay passive in reading this book- and that is why I  highly recommend it.",4.0
4780,"Beautiful, evocative prose, well-drawn characters, and a plethora of twists. Not sure which one I'll read next. I have to recover from this one first!",4.0
4781,I so enjoy the books of amish. They all seem to give that understanding of life with the Amish. Again wonderful reading.,5.0
4782,Very sweet precious short story. Very well written from a young boy's perspective. Very happy ending. I enjoyed this book.,5.0
4783,I thoroughly enjoy Ms. Smith's writing and this series in particular. I like the way the characters Talba and Eddie relate to each other. All of her characters are fully fleshed out and the city of New Orleans is described so well it's a character in its own right.,5.0
4784,"Pretty good. Writing sometimes seems directed toward the dime-novel crowd (that is, not terribly sophisticated). Plot is not always very believable. In summary, an OK read, but I was rather disappointed after reading other Turow books.",2.0
4785,"In today's world of throwaway relationships and serial marriages, it is fascinating to read about a couple who remained married and devoted to each other despite numerous infidelities, mother-in-law problems, crippling illness, and loss. Both Eleanor  and Franklin could arguably be used to prove the case that people do not naturally remain in love with just one person throughout our lives. Instead, we naturally evolve new loves and relationships as our personal needs change throughout the years. Some of us drop the old relationships as we move on to the next one, and others like the FDR and Eleanor collect people like they collect stamps. It amazes me that some people do not break off their relationship when they realize that they are just one of many ""loved ones."" What kept Louis, Daisy, Lucy, Nan, Hick, and Tommy loyal when they became aware of  being one of a collection?Read the book and ask yourself if you have ever met anyone who inspired your blind loyalty the way these two managed to do in their friends and lovers. Then sit back and enjoy a starting view of our country's history from within the Presidency.Five stars to Ms. Rowley for telling it exactly as it was!",5.0
4786,I recommend this book to everyone. The effects of global warming become part of the plot and adventures.  I look forward to residing the entire series.,5.0
4787,"Rose City Chic by Shelli Marie, is a fast-paced read that will leave you wanting more.  The character development was great and they were all relateable down to that snake Zeek!Shawnda is a ride or die and will go to any lengths for her family, but when her love is taken from her she becomes a shell of herself.  Can she regroup and find love again? Can she forgive her father and rebuild a relationship with her mom?Lakeisha is a lost soul, after dealing with multiple rapes and a crazy mother, can she begin to put the pieces of her life back together and find her worth? Is Zeek the man of her dreams or Mr. Right Now? Fighting to find true love and new family members begins to take a toll on Lakeisha will she crumple after she finds out the truth?Tyshaun and Zeek are cousins and used to sharing anyone and everything, after Ty does some jail time, his heart is harden to love and he trusts no one.  That is until his eyes fall upon Shawnda and its love at first sight for the both of them.  Will Tyshaun get revenge for the person that set him up? Will Ty & Shawnda let their guards down and give love a chance?Stay tuned...I recommend this book to readers of all genres.  Shelli don't keep us waiting too long.Reviewed by:Cheryl H.",5.0
4788,"It all started with a body-guard job for Mark Strang. Actually, it all started with a terrorist act that cost him his wife and mother. After that, he went from being a art historian PhD canidate to a bodyguard. After delivering 10-year-old Porter Brunreich and her mother to the airport, fending off Mr. Brunreich twice, Mark got another job protecting Harry Skena from The Blade, the terrorist group that had impacted his life before. During the subsequent events, Mark Strang had to rescue Porter Brunreich in Portland, Oregon, followed Blade members into a time gate and eventually found his way to a world where Hitler had won World War II with outside help. After a whole series of fun adventures, Mark Strang got himself to where he could assist Free Zone fighters in taking the war to the Nazis and freeing the world. This is just volume one of the Timeline Wars series, so I am eagerly awaiting for Washington's Dirigible!",4.0
4789,"This book was a great little find! I have often wanted to write a book, but really had no idea how to go about doing so. This book outlines a great process and has helped me stop &#34;thinking&#34; about writing a book and actually writing my first book! Thank you so much Joan Bartlett for giving me a gem that I will return to again and again until I get it down pat!",5.0
4790,Will there be another book to continue the story is it one of those stories left to imagination liked a lot just wish it could continue.,4.0
4791,"I gave a smoker to my husband several years ago, and finally he is able to use, now. The smoker's recipes are really good and the instructions very clear",5.0
4792,"This third book in the series is very dark and although it does advance Chloe's and Timothy's romance, Amanda has shifted the playing field enormously in regards to the other characters. I am a little bit disappointed in the direction she has gone with her supporting cast but hope that even with these turn of events all of the characters return in book 4. I did like the cliffhanger that she ended with!",4.0
4793,I always look forward to when Mrs Dohner have a Cyborg book out because it is always so interesting and I cant wait for the next one.,5.0
4794,"I picked this up as a freebie the other day and took a chance on it. The negative reviewers concentrated on the grammar and editing but that has largely been sorted out. The story sounded intriguing; the h and her sister left England to avoid being forced to marry against their wills. They are part of English nobility but want to join their brother on his ranch in the US. On the ship over the 2 sisters dress as young men to avoid problems on the trip over since they don't have male chaperones (a bit of a weak premise). In this way the h meets the H, an American, who'd come over to escort his cousin to live with him on his ranch. There are sparks between the main characters from the beginning, even though he doesn't know she's a woman when they first meet. Both are firmly against marriage for their own reasons. The h is one of those feisty women who wants to be independent and beyond the control of any man. The H is a womaniser and doesn't want to settle for one woman. They have many encounters and they even become passionately involved but without commitment. Eventually the suitor that the h had back in England comes to claim her as he needs her dowry and he puts her and her family in danger.The interaction between the H and h really annoyed me. I didn't believe in their love and I found them both unlikeable most of the time. The things they said to each other were mean and some of the stuff the H said to the h was pretty unforgivable.",3.0
4795,This was a cute story and her Grandmother was fantastic!  Told me a lot about the pecan growing and selling.B. Redd,5.0
4796,"I am a Born Again Christian who regularly debates atheists on Google+ about all things Christian.  I was hoping to find something of use in this book but I was disappointed.  As was said in another review, you can't start out with unfounded facts then &#34;prove&#34; your point with only a few, ridiculous arguments against.  This wouldn't work in a courtroom nor does it in religious debate.",1.0
4797,"I loved any story where a geeky gal gets her guy. This one was a sweet, short read and I gobbled it up in a little under an hour. Eastwick has a sensual way with words and does a delightful job of bringing two people so used to hurting together... with a little help from Madame Eve of course. :)Recommend this one to any searching for a quick, sensual read and to those who enjoy food play with their pleasure.",4.0
4798,I really enjoyed this book. I am now reading the second book and find it just as entertaining.  I like it when a book makes you feel a whole range of emotions.I am fortunate enough I can &#34;sink&#34; into a story and identify with the different characters. I want to read the rest of the series.,5.0
4799,It was pretty crappy ! Tried to make the war zone sound like just the place for  an entrepreneur to make an easy score. I'm surethis happens but does it have to sound so glamourous ?,2.0
4800,"I'm not sure whether the technique here is properly called stream of consciousness or interior monologue. I suspect it's the latter. That point is important, for I read several of the other reviews here and think that people may have missed the point. Though the book is short, it is dense, despite the abundant white space on most pages, and the narrative technique, whichever it is (or both), may not be for everyone.The story is simple enough. It's the story of a less-than-perfect marriage. In fewer than 200 pages, the author takes us from day one of the marriage to . . . well, I won't say to where since that would give away the ending. But the story itself is only a part of the book, which is much more about the wife and her psychological difficulties than about the marriage itself.Some of the reviewers have called this novel &#34;literary,&#34; by which I presume they mean &#34;Literary with a capital L.&#34; That's a fair assessment, for there are deliberate stylistic techniques here that are as much a part of the story as the narrative itself. Indeed, the author even tells us flat out one of the techniques she uses: &#34;It's important to note the POV shift here.&#34; Several of the other readers, I think, missed the two shifts that dramatically affect the story.I bring this point up not to suggest that I am somehow more literate or learned than others--I'm sure that's true for some and false for others--but to instead hint at the fact that this book holds more than is at first obvious. I think &#34;Dept. of Speculation&#34; would be a fruitful source for serious, in-depth discussions. For those who aren't inclined to look more deeply, there are, I think, better books on the topic of marriage. But for those who enjoy the manner in which the story is constructed and told as much as the story itself, there is quite a bit here to mull over, including eclectic (dare I say post-modern) references to Einstein, Lynyrd Skynyrd, LOLcats, Rilke, Arabic proverbs, and more.",4.0
4801,I love this story. This book is very unique and the students in my class love to read this book.,5.0
4802,"I LOVED this book!  First of all, here name is Delilah Sampson....do you get it?There are numerous books out there about women falling in love with their boss but this one is unique.  Why?  to me its the characters, I absolutely loved both Delilah and Nick.  I enjoyed the progression of their story which in itself is unique. The passion and love they both share is beautiful.  They both made me laugh and cry.  You will love this book.  It leaves you feeling pretty happy at the end but I would love to read more about Delilah and Nick!  They are an intriguing couple!p.s.  You will not be able to get the song out of your head while you read this book or when you're finished!",5.0
4803,"Ours have become a pop culture world where the most superficial of people are revered and the most serious of subjects are either trivialized or romanticized. &#34;The Fault in Our Stars&#34; (currently the #1 YA read on the New York Times Bestsellers list) is being heralded as a great book, when the lesser known &#34; Fly a Little Higher: How God Answered One Mom's Small Prayer in a Big Way&#34; truly is a great book. Both deal with essentially the same subject: teenage cancer. John Green's novel is narrated by an inauthentic teenage voice. Sixteen-year-old Hazel Grace Lancaster sounds more like a college English major than a teen. (She spouts T.S. Eliot, Fitzgerald and William Carlos Williams by heart). She dismisses faith, mockingly referring to the church meeting room as &#34;the heart of Jesus&#34; and consummates her relationship with a dying boy in a moment that (I'd guess) has some young readers swooning. &#34;Fly a Little Higher&#34; is non-fiction. Laura Sobiech is a mother who freely and honestly shares her fear, heartbreak and little joys with incredible grace. She celebrates her beautiful son's life while revealing the steeling and healing power of faith. Zach used his trials and his impending death to better his soul. (His love of music even gained him some celebrity. His song &#34;Clouds&#34; became the #1 song on iTunes the day of his funeral.) I am no prude, just a mom who knows a few things about heartache. &#34;Fly a Little Higher&#34; is thoughtful, empowering and uplifting. &#34;The Fault in Our Stars&#34; is so superficial it pales in comparison. So, if you have a teenager determined to read John Green's book, allow it as an appetizer. &#34;Fly a Little Higher&#34; should be the main course.",5.0
4804,I was so excited for another installment in this series. I read the book in one day.  I enjoyed the new characters added to the series and the storyline even though it was a little more violent than others.  I cannot  wait until the next one!,4.0
4805,"The names were confusing & I lost interest. Not much was clear. Lacks clarity. Where is Charles Bukowski when you need him?Man, Buk had that ability to write the clean, lean line. Why do writers find it so difficult to do?Yes, I know, this writer, Anderson, has been gone a long time...but the book is supposed to be a crime classic. I just don't see it. Read about a third & gave up. It's rare for me to give up on a book.You might have better luck.",3.0
4806,"I love this thing. I go into it to find some bit of grammatical reasoning that I've gotten dim on&#8212;or never had mastery of to begin&#8212;and I end up reading pages and pages just for fun. I suppose that makes me a geek, but, well, my fellow geeks will know what I mean and be fine with that.",5.0
4807,"I got this book thinking that it would be something my middle school students would enjoy. I must admit I've never been a big race fan and unless you're an avid reader or a race fan, it might not have the appeal to some people. In spite of all of that I really enjoyed the book and can't wait to read the next one. Definitely a great book!",5.0
4808,I t was a very enjoyable book. It had strong characters and the story line was wonderful. I like the way it showed the human conflicts and how Eve went about solving them.I would like to read more by this author.,5.0
4809,OMG what an awesome job by the author.  Could not put the book down.  So good!!!!!!  If you have not read the first book of the series you must get it!!!  I can not say enough good stuff about the characters and the story ...  A must read!!!!!  Do not miss out on these awesome series.  Can not wait for the next book by this talented author.  Hurry...... need new one quick!!!!!!!!!!,5.0
4810,I LOVED this book.  I have traveled through Europe and would have have loved to haveread this book first.  This is the more authentic Europe instead of the touristy types thatcater to Yanks.  Kudos for this little travel gem.  I can't wait to go back to Europe and seethese hidden treasures.The reviewer is the author of the new Kindle book entitled:  SEX EDUCATION FOR ADULTS SECRETSTO AMAZING SEX AND HAPPILY EVER AFTER TOO,5.0
4811,This was a good book to keep my interest. The characters were well thought out and interacted well with each other.,5.0
4812,Really wish they would make these into movies!!!!!,5.0
4813,The Ferro Brothers are awesome. Jonathan book is one of my favorite books. love the story and everything that has to do with the ferro brothers.,5.0
4814,"This book is very good and hard to put down.  You just keep reading and keep reading, and before you know it, you are at the end.  Very good from beginning to end!  I really like how the author ended this book.  I like endings that make sense and wrap everything up.  This author did just that!",5.0
4815,Loved Dani's toughness.  She overcame a lot although we never know exactly what that was. Good ending too except for the Mountie getting killed.,5.0
4816,Excellent history of WWII in London and how and whty the US reacted as it did.  A must read for anyone interested in history in WWII and the role of the US in it.  Well written and well researched.,5.0
4817,I really hope that she doesn't lose them. I think mason already knows Logan loves Sam. But she never did anything to make mason not trust her and Logan already knows she's off limits. I hope be doesn't try to move in on Sam when mason leaves for school. But otherwise the book was great.,5.0
4818,"A pretty darn good read. One of the treatises bored.me, but the rest were very good. Not a typical Grisham read, but good nonetheless",4.0
4819,Recommended by a friend as &#34;one of the best books I have read.&#34;  I would not go that far but it is a page turner and very touching story.  Delightful read.,4.0
4820,Great premise for story line but too much rambling about nonsense.  Skimmed thru most of the story.  Had no attachment with characters.,2.0
4821,"Love this book! I haven't read thoroughly through it just yet but I'm already in love! I'm a &#34;fluffy&#34; girl and yoga has always been tricky for me, so this gives you tips on how to achieve these poses.",5.0
4822,"Some of the previous reviews are a little silly.  Who cares whether or not the author's home is a real cabin and that she has a grocery store nearby?! It's not a How to survive on twigs and berries in the wilderness book!This book is a whimsical mix of quality ingredients and their natural loveliness and great taste!  It's the simplistic art of eating good food that's grown in nature.  I love it.This is a great coffee table book!  It's appealing to the eye and full of great simple recipes.  A few of the ingredients she used are hard to come by in the Midwest at certain times of the year, but I'm sure I can find substitutions.  It definitely has some great entertaining recipes that would take no time at all.  I love the lemon basil mojitos!  Flavored ice cubes are a brilliant touch!",4.0
4823,This is the first book that I read by this author. I really enjoyed it. I can't wait for the next book in this series.  I loved the characters especially Dovie and Bax (Shane). The way that they compliment each other. I highly recommend this book.LSanchez,5.0
4824,I enjoyed this book tremendously! Has some surprising twists that were unexpected. The ending was definitely a &#34;hold your interest&#34; for the last few pages. I recommend it.,5.0
4825,"Marsha you are an awesome story teller. Fantasy for grown ups I love you Marsha. I also love Lyra and Cullen and of course the loving cast of amazing, funny, heroic and lovable characters. There are quite a few mean black hearted ones too. There is also a brilliant romantic love story entwined in this magical fantasy. Loved it down to the last sentence. PS my husband read it first, I had stop reading what I was reading at the time and walk him through finding and buying the next one. My sweet husband usually reads westerners. You've got to read this one a real page turner.",5.0
4826,"It was good to see Ben, Layla, Cole, and Emma again.  This is the story of the two couples after they got their HEA in their own books.  There are 4 point of views in this one.  We get to see how each character feels.  There is some angst that I cringed at during this, but thankfully it wasn't too bad.  During this story we go through real issues with these couples as they try to be a couple.  We have family problems, work problems, and couple problems.  You know these couples really love each other.  The ending is awesome.  No cliffhanger.  I do suggest that you read the other two books before you read this one or you will miss out on how these couples came to love each other.",4.0
4827,"It was interesting but I really, really wish the author had gone more in depth with the title.  I would recommend this title to those wanting to get started and not knowing what direction to go, those who just started and want to verify they are following some &#34;norms&#34; or to those who are just interested in the subject - like me!",4.0
4828,Such a thriller from the first page to the last with unexpected twists and turns!  I could not put my Kindle down!,5.0
4829,"Loved the movie, but adored this book!  My 9 yr old son and I read it together for his school book report.  What a WONDERFUL story!",5.0
4830,"Watch Michael Symon on the Chew every day and love his 5 in 5 segment.Great recipes, very doable.  Highly recommend it.",5.0
4831,This is a story about digging out from under life's heartaches and rediscovering family love and one's self. And it is about how interconnected we all are and the choices we make.,4.0
4832,"I checked out this Kindle book from my local library, the provocative title captured my interest and the premise looked promising.I wasn't as wowed as I thought I'd be, while it was good, it lacked the emotional punch I was expecting.  The story dragged at times (especially during the Minnesota history lessons), I found my mind wandering.I guess I was expecting more of an emotional journey from Evan.  Instead, I read about a summer filled with him making new friends, smoking weed, drinking and having sex.  His relationship with his father is almost non-existent, and while that does have some resolution, it wasn't enough for me.  The best parts of the book were his letters to Collette, he's reflective and somewhat remorseful.The ending (rather abruptly) fills in some blanks about his uncle Soren and &#34;the cupcake lady from Tacoma&#34; that are hinted at throughout the entire book, but their explanations felt like they were mostly an afterthought.  Was the cupcake lady story supposed to justify Evan's actions toward women?  If that was the goal, it really missed the mark.",3.0
4833,This book had me engaged from the beginning.  The sisters had a rivalry out this world. Excellent read cant wait for more.,5.0
4834,"My number one genre is zombie post apocalypse stories and this book was 5/5 just for originality. This book has a well written prologue, very gripping.  Character building again is 5/5 especially the main character being shes a nurse in training wich in itself seemed very believable the way she was written. Each character seemed human enough and not just briefly mentioned to fill each paragraph. 5/5 for there being a beginning and an end to each chapter and not just the carrying on and use of endless filler to stretch out each paragraph. The author chooses her content very well and is not overly  concerned with a large word count, I feel the author was more about content of what made up the story, I feel that's a sign of a talented author. The zombies portrayed were a 5/5  as a mixture of slow and fast movers. The delivery of the virus had a refreshing feel to me and broke away from conventional norm im used too. The overall plight of the main character and her husband had me really caring for their well being so 5/5 for suspense and dramatic appeal. Next 5/5 for keeping me wanting a continuation of the story at the end of this book. There was just enough to give me closure of the story while knowing and hoping for more. All this being said im no writer, I consider myself  grammatically challenged. This author knows her way around suspense, zombies, strong women and small dogs so win win for me.",5.0
4835,"I read this because I remember the case so well and even wrote a self-righteous grade school essay on it when it was fresh.  While I am not a big fan of &#34;true crime&#34; books, this reminds me of Ken Cullen's &#34;Columbine,&#34; which I also read because it promised a revisionist account to an event we supposedly knew so well.  Cook's book does the same, but goes even further to explore how and why the myth of the &#34;38&#34; came to be and came to last.  I don't want to add a spoiler, but the last chapter, which provides a minute by minute account of what probably really did happen, is one of the most moving accounts of anything I have read in a long time.  It leaves the reader with a polar opposite view of how people can act during horrific circumstances.",5.0
4836,"Still believe this story could be a movie series, is there another book after contessa yet? I'd really like to see where liv & Jon end up :) must read!!!!!!!",5.0
4837,I was totally engrossed.  I like the interaction among parents and children.  Maybe that is why it felt so real.,5.0
4838,Blind Faith is book 3 in the Sin Brothers series and is the story of Nate and Audrey. Blind Faith is another awesome book but I must say the Senator and Protect story line was a little off for me. I really didn't see the point of the group and felt it was just a way to fill time. I would rather have had more from the groups who the Commander mentioned that he is in competition with. Overall definitely another good installment and the Dean family is growing.  I just can't wait for Jory's book.,4.0
4839,"State Attorney Daphne Montgomery's son Ford has been kidnapped. She thinks it's the work of the white supremacist family, as she has successfully put their son in jail. However, it would seem that Ford's kidnapping is only part of a larger plan, thought up by somebody who wants revenge on Daphne.A lot of the standard elements of a Karen Rose novel are here: the two main characters come with a bucket load of baggage that could fill up an entire TV series of its own. One of them is typically haunted by an incident in their past in which they were unable to prevent somebody from being killed. Lots of melodramatic dialogue. Rose is beginning to trot out the same back story over and over again.Usually, Rose's novels have contained complex plots that would help balance out the overly-gooey romantic moments (sorry, her romantic dialogue is just cringe-worthy). This is not the case here. Very early on in the proceedings - so these would not be considered spoilers - we are introduced to main villain Mitch Roberts, who wants to see Daphne suffer. He has kidnapped Ford and is setting up the white supremacist family to look like the guilty party. Right there, we have the idea of what has happened. It takes the various detectives, FBI agents, private eyes and other law enforcement folk over 300 pages to figure out what we, the reader, already know.I did not experience much suspense in waiting to find out something that I already knew. At least 200 pages should have been shaved off this 630-page book.There are also far too many characters running around here. Just about every single major character from Rose's previous books make some sort of appearance here, and it's beginning to get difficult to tell them all apart. It's also making all their hook-ups feel just a little bit incestuous. It is well beyond time to bring in a fresh set of characters to shake things up a bit. Preferably without the same old I-couldn't-save-her/him back story they all seem to come with.And I just didn't buy Mitch's revenge plan. It was ridiculously elaborate for what he wanted to get done, and his choice of who to bring in to his fold came with far too many possibilities for his plan to backfire (such as trusting a family of white supremacists all with murderous personalities - I mean, come on! Really?) The weak plot really emphasized the ludicrous nature of his revenge plan.The weak plot also brought to the fore Rose's florid dialogue and same-old, same-old contrived back stories that are usually easier to ignore if the plot is more complicated.I really didn't like this one at all. It was too long and too underplotted, considering her previous output. You're not missing much if you miss this one.",2.0
4840,"While I am not religious, Ms. Hill wrote wonderful stories. Her characters are vivid, and the plots real. I felt so sorry for the main character, and I wish I had an Aunt Pat.",5.0
4841,Virtual book tours are a great way to sell more books and this book is the perfect guide for any author looking to leverage this most brilliant strategy.  What I like best about it is the author does not have to leave the comfort of their home or office to get substantially similar results of an actual book tour.,5.0
4842,"If you're interested in reading certain books but haven't got the time, summaries such as this one are a good investment. Daring Greatly by Brene Brown is a great book, and this summary is a great introduction to Brown's ideas. In this book, we learn about Brown's ideas of vulnerability and daring, and how we can apply them to our everyday lives.Brene Brown's approach to life is informed by her experiences. She argues that in order to truly enrich our lives, we need to learn to be vulnerable and to trust one another. Relationships, jobs, business, family: the only way to connect with other human beings and love them fully is to open ourselves up and be vulnerable. Daring Greatly is about shattering the invisible walls that separate us from each other.The InstaRead Summary of Daring Greatly does a wonderful job of encapsulating her ideas. If you're interested in Brene Brown's writing, this summary is worth your money.",5.0
4843,Muller weaves an interesting plot with believable characters. Ask the Cards a Question is her second novel and is an early indicator of why she won the Shamus award for best PI character. I look forward to reading all of her books.,5.0
4844,"Its hard to not love a swoon worthy cowboy. I'm going with 4.5 stars because Ms Ashley's writing style was a little irritating for this one (not all of her books are like this, this one was a bit different) but a great story!",4.0
4845,"Got immediately hooked!  Very entertaining with real life people that you hate or love, but no matter what need to know more about.",4.0
4846,"The entire series is fresh,  well-written and edited. Love the characters annd dialogue,  and the central theme--God is not dead and He is faithful. Great read!",5.0
4847,"This is another brilliant Historical Western by the same author but Shotgun Groom is the best one yet! (see A Bargain Bride (Brides of Liberty, Texas)and A Betting Bride (Brides of Liberty, Texas)The story grips you from the very first page as the characters leap right out of the book at you.Olivia isn't half as highbrow as she thinks as she battles valiantly against being returned to her evil stepfather and his vile sidekicks. After a spoiled and sheltered life she soon learns to fend for herself in a cruel and difficult world, but she has reckoned without a seasoned bounty hunter on her trail.The gorgeous Mac is so wonderfully described that even though he is stubborn and determined to keep to his original plan the reader falls in love with him instantly. It's not all roses from then on in as family, friends, local hoodlums and outrageous chickens plus Olivia's shenanigans with pastry, cakes and cooking had me laughing out loud. Descriptions of the brave men eating her offerings are absolutely hysterical. (I hope these calamities are not suggestive of real life in the DeMedeiros household!)There are one or two fab new characters drawn into the general Western mayhem and I can't wait to read more from this wonderfully talented author!",5.0
4848,This author has the anticipation of the romantic moment down.  She has the fun story with the characters that have so much misunderstood a get.  And great chemistry and clean.,4.0
